% Model:              geometry_test_remi_eugenie_sans_cellule_ter.mph
% Version:            COMSOL 6.2.0.415
% Date:               Oct 8 2024, 17:03
% Dimension:          3
% Nodes:              508
% Expressions:        21
% Description:        Potentiel électrique
% Length unit:        µm
% x                       y                        z                        V (V) @ freq=1000                                 V (V) @ freq=1258.9                               V (V) @ freq=1584.9                               V (V) @ freq=1995.3                               V (V) @ freq=2511.9                               V (V) @ freq=3162.3                               V (V) @ freq=3981.1                               V (V) @ freq=5011.9                               V (V) @ freq=6309.6                               V (V) @ freq=7943.3                               V (V) @ freq=10000                                V (V) @ freq=12589                                V (V) @ freq=15849                                V (V) @ freq=19953                                V (V) @ freq=25119                                V (V) @ freq=31623                                V (V) @ freq=39811                                V (V) @ freq=50119                                V (V) @ freq=63096                                V (V) @ freq=79433                                V (V) @ freq=1E5
-61.06454991411324        -23.96630032046268       4.440892098500626E-16    0.004866930986932921                              0.004866930986932922                              0.004866930986932916                              0.004866930986932962                              0.0048669309869329115                             0.004866930986932953                              0.004866930986932931                              0.004866930986932943                              0.004866930986932944                              0.004866930986932944                              0.0048669309869329505                             0.004866930986932938                              0.0048669309869329375                             0.00486693098693292                               0.0048669309869329245                             0.004866930986932921                              0.004866930986932914                              0.004866930986932926                              0.004866930986932922                              0.004866930986932909                              0.0048669309869329175
-58.053321206076895       -20.8145585639766        0                        0.005243334554416935                              0.0052433345544169365                             0.0052433345544169304                             0.005243334554416981                              0.005243334554416924                              0.005243334554416968                              0.005243334554416945                              0.005243334554416958                              0.00524333455441696                               0.00524333455441696                               0.005243334554416966                              0.005243334554416952                              0.005243334554416953                              0.005243334554416936                              0.005243334554416938                              0.005243334554416935                              0.005243334554416926                              0.005243334554416941                              0.0052433345544169365                             0.005243334554416922                              0.005243334554416931
-59.235339173379394       -17.58831104418743       2.220446049250313E-16    0.005095582316945998                              0.005095582316945997                              0.0050955823169459916                             0.00509558231694604                               0.005095582316945986                              0.005095582316946028                              0.005095582316946007                              0.005095582316946018                              0.005095582316946019                              0.005095582316946019                              0.005095582316946026                              0.005095582316946013                              0.005095582316946013                              0.005095582316945995                              0.0050955823169459985                             0.005095582316945997                              0.005095582316945987                              0.005095582316945999                              0.005095582316945997                              0.005095582316945984                              0.0050955823169459916
-73.72017508789698        13.166488362939816       -5.551115123125783E-17   0.003284977930231126                              0.0032849779302311275                             0.0032849779302311245                             0.003284977930231155                              0.0032849779302311258                             0.0032849779302311474                             0.0032849779302311344                             0.003284977930231139                              0.0032849779302311414                             0.003284977930231146                              0.003284977930231146                              0.0032849779302311383                             0.0032849779302311388                             0.003284977930231126                              0.003284977930231127                              0.0032849779302311284                             0.003284977930231124                              0.0032849779302311336                             0.0032849779302311344                             0.003284977930231122                              0.003284977930231134
-63.41250041611016        11.109437887189348       1.1102230246251565E-16   0.004573437192076234                              0.004573437192076235                              0.004573437192076231                              0.004573437192076274                              0.004573437192076231                              0.004573437192076264                              0.004573437192076245                              0.004573437192076254                              0.004573437192076255                              0.004573437192076259                              0.004573437192076261                              0.004573437192076252                              0.004573437192076254                              0.004573437192076238                              0.004573437192076238                              0.004573437192076238                              0.004573437192076235                              0.004573437192076244                              0.004573437192076247                              0.004573437192076228                              0.0045734371920762365
-63.2235597543057         21.829854881759367       -4.440892098500626E-16   0.004597054773680307                              0.00459705477368031                               0.004597054773680306                              0.0045970547736803495                             0.004597054773680308                              0.004597054773680338                              0.004597054773680321                              0.004597054773680326                              0.00459705477368033                               0.004597054773680335                              0.0045970547736803365                             0.004597054773680326                              0.004597054773680326                              0.004597054773680312                              0.004597054773680314                              0.0045970547736803105                             0.0045970547736803105                             0.0045970547736803175                             0.004597054773680323                              0.004597054773680302                              0.004597054773680311
-62.33602415449102        4.701424741892645        0                        0.004707996717067018                              0.004707996717067017                              0.004707996717067012                              0.004707996717067056                              0.004707996717067011                              0.004707996717067048                              0.004707996717067028                              0.004707996717067038                              0.004707996717067038                              0.0047079967170670384                             0.004707996717067042                              0.004707996717067036                              0.004707996717067037                              0.004707996717067019                              0.00470799671706702                               0.004707996717067023                              0.004707996717067015                              0.004707996717067027                              0.004707996717067027                              0.004707996717067013                              0.00470799671706702
-62.41617928548776        20.093183577989226       -2.220446049250313E-16   0.004697977326682471                              0.0046979773266824735                             0.00469797732668247                               0.004697977326682514                              0.004697977326682471                              0.004697977326682503                              0.004697977326682485                              0.00469797732668249                               0.004697977326682494                              0.0046979773266824995                             0.004697977326682501                              0.00469797732668249                               0.00469797732668249                               0.004697977326682476                              0.004697977326682477                              0.004697977326682475                              0.004697977326682475                              0.004697977326682481                              0.0046979773266824865                             0.004697977326682466                              0.004697977326682476
-55.111101570469714       6.119980629883314        -8.881784197001252E-16   0.005611111989401049                              0.005611111989401052                              0.005611111989401043                              0.005611111989401096                              0.005611111989401043                              0.005611111989401085                              0.005611111989401061                              0.005611111989401072                              0.005611111989401074                              0.0056111119894010734                             0.005611111989401081                              0.00561111198940107                               0.005611111989401072                              0.005611111989401049                              0.005611111989401053                              0.005611111989401054                              0.005611111989401046                              0.005611111989401056                              0.005611111989401056                              0.005611111989401044                              0.005611111989401056
-56.735695940501984       10.905488905601299       -8.881784197001252E-16   0.005408037704731914                              0.00540803770473192                               0.005408037704731913                              0.005408037704731964                              0.005408037704731913                              0.005408037704731953                              0.005408037704731931                              0.005408037704731938                              0.005408037704731943                              0.00540803770473194                               0.0054080377047319465                             0.005408037704731939                              0.005408037704731939                              0.005408037704731918                              0.00540803770473192                               0.005408037704731924                              0.005408037704731916                              0.005408037704731925                              0.005408037704731928                              0.0054080377047319135                             0.005408037704731924
-60.78682927878835        18.41013809554751        0                        0.00490164606603238                               0.004901646066032384                              0.00490164606603238                               0.004901646066032426                              0.004901646066032382                              0.004901646066032413                              0.004901646066032396                              0.004901646066032401                              0.004901646066032405                              0.0049016460660324095                             0.004901646066032411                              0.004901646066032401                              0.004901646066032402                              0.004901646066032386                              0.004901646066032387                              0.004901646066032386                              0.004901646066032385                              0.004901646066032391                              0.004901646066032397                              0.004901646066032375                              0.004901646066032386
-56.1569015662988         -8.259103512028197       2.220446049250313E-16    0.005480386996686834                              0.005480386996686832                              0.005480386996686827                              0.00548038699668688                               0.005480386996686822                              0.0054803869966868635                             0.005480386996686843                              0.0054803869966868575                             0.005480386996686857                              0.005480386996686855                              0.0054803869966868635                             0.005480386996686852                              0.005480386996686854                              0.005480386996686832                              0.005480386996686836                              0.0054803869966868375                             0.005480386996686825                              0.005480386996686839                              0.0054803869966868375                             0.005480386996686824                              0.005480386996686831
-59.56118763360661        -1.9244326099768998      -4.440892098500626E-16   0.005054851262415992                              0.005054851262415989                              0.005054851262415985                              0.0050548512624160324                             0.00505485126241598                               0.005054851262416019                              0.0050548512624159995                             0.005054851262416013                              0.005054851262416012                              0.0050548512624160125                             0.005054851262416018                              0.005054851262416008                              0.005054851262416011                              0.0050548512624159925                             0.005054851262415993                              0.005054851262415996                              0.005054851262415986                              0.005054851262416                                 0.0050548512624159995                             0.005054851262415984                              0.005054851262415991
-53.85775925378034        -4.812571821183167       2.220446049250313E-16    0.005767779769727383                              0.005767779769727382                              0.0057677797697273745                             0.00576777976972743                               0.00576777976972737                               0.005767779769727413                              0.005767779769727392                              0.0057677797697274075                             0.005767779769727407                              0.005767779769727405                              0.005767779769727414                              0.0057677797697274005                             0.005767779769727405                              0.0057677797697273814                             0.005767779769727384                              0.005767779769727387                              0.0057677797697273745                             0.005767779769727391                              0.005767779769727388                              0.005767779769727373                              0.0057677797697273814
-56.23068906051734        -24.526606206114813      2.220446049250313E-16    0.00547116355946926                               0.005471163559469262                              0.005471163559469255                              0.005471163559469307                              0.005471163559469248                              0.005471163559469297                              0.005471163559469271                              0.005471163559469287                              0.005471163559469287                              0.005471163559469287                              0.005471163559469293                              0.00547116355946928                               0.00547116355946928                               0.00547116355946926                               0.005471163559469264                              0.005471163559469262                              0.0054711635594692515                             0.005471163559469266                              0.005471163559469264                              0.005471163559469246                              0.005471163559469258
-58.95190165747664        -29.62448486289926       4.440892098500626E-16    0.005131012003586275                              0.00513101200358628                               0.005131012003586271                              0.0051310120035863195                             0.005131012003586262                              0.005131012003586314                              0.005131012003586286                              0.005131012003586304                              0.005131012003586301                              0.005131012003586302                              0.0051310120035863065                             0.005131012003586298                              0.005131012003586299                              0.005131012003586275                              0.0051310120035862805                             0.00513101200358628                               0.005131012003586271                              0.005131012003586283                              0.005131012003586281                              0.005131012003586262                              0.005131012003586276
-55.85735202978792        -20.26799798694327       2.220446049250313E-16    0.0055178306859017924                             0.0055178306859017924                             0.005517830685901788                              0.00551783068590184                               0.005517830685901781                              0.005517830685901828                              0.005517830685901804                              0.005517830685901818                              0.005517830685901818                              0.005517830685901817                              0.005517830685901825                              0.005517830685901811                              0.00551783068590181                               0.005517830685901791                              0.005517830685901796                              0.005517830685901793                              0.005517830685901782                              0.005517830685901797                              0.005517830685901794                              0.005517830685901779                              0.005517830685901788
-52.99733770281218        -8.783900992388721       0                        0.00587533245730236                               0.005875332457302357                              0.005875332457302353                              0.005875332457302409                              0.005875332457302346                              0.005875332457302391                              0.005875332457302369                              0.005875332457302386                              0.005875332457302384                              0.005875332457302381                              0.005875332457302392                              0.005875332457302378                              0.0058753324573023805                             0.005875332457302357                              0.005875332457302361                              0.005875332457302364                              0.005875332457302351                              0.005875332457302367                              0.005875332457302365                              0.005875332457302348                              0.005875332457302357
-43.592502300888675       -25.551694336029048      2.220446049250313E-16    0.00705093681493716                               0.007050936814937156                              0.007050936814937153                              0.007050936814937219                              0.007050936814937148                              0.007050936814937211                              0.007050936814937179                              0.00705093681493719                               0.007050936814937195                              0.00705093681493719                               0.007050936814937204                              0.007050936814937188                              0.007050936814937182                              0.007050936814937154                              0.007050936814937164                              0.00705093681493717                               0.007050936814937142                              0.007050936814937163                              0.007050936814937164                              0.007050936814937139                              0.007050936814937151
-52.572619883159184       -6.276729273530427       2.220446049250313E-16    0.005928422181818565                              0.005928422181818562                              0.005928422181818557                              0.005928422181818614                              0.005928422181818551                              0.005928422181818595                              0.005928422181818574                              0.005928422181818591                              0.00592842218181859                               0.005928422181818587                              0.005928422181818597                              0.005928422181818583                              0.005928422181818586                              0.005928422181818564                              0.005928422181818567                              0.005928422181818569                              0.005928422181818556                              0.0059284221818185715                             0.005928422181818571                              0.005928422181818555                              0.005928422181818562
-53.33700702431449        15.124154061032058       -8.881784197001252E-16   0.005832873795770243                              0.005832873795770249                              0.005832873795770242                              0.005832873795770294                              0.005832873795770242                              0.005832873795770285                              0.005832873795770261                              0.005832873795770271                              0.0058328737957702706                             0.005832873795770275                              0.00583287379577028                               0.005832873795770268                              0.005832873795770269                              0.005832873795770246                              0.005832873795770251                              0.005832873795770252                              0.005832873795770245                              0.005832873795770253                              0.0058328737957702576                             0.00583287379577024                               0.005832873795770249
-57.88238549456298        19.879905796934395       -2.220446049250313E-16   0.005264701518889711                              0.005264701518889716                              0.005264701518889711                              0.0052647015188897585                             0.005264701518889712                              0.005264701518889748                              0.005264701518889726                              0.005264701518889735                              0.005264701518889736                              0.005264701518889744                              0.0052647015188897455                             0.0052647015188897325                             0.005264701518889733                              0.005264701518889716                              0.005264701518889718                              0.005264701518889718                              0.005264701518889715                              0.005264701518889721                              0.005264701518889728                              0.005264701518889706                              0.005264701518889716
-47.660552411637084       6.850292640485992        4.440892098500626E-16    0.006542430582182171                              0.006542430582182172                              0.006542430582182163                              0.006542430582182229                              0.006542430582182155                              0.006542430582182212                              0.0065424305821821845                             0.006542430582182202                              0.006542430582182204                              0.006542430582182195                              0.0065424305821822105                             0.006542430582182197                              0.006542430582182197                              0.006542430582182176                              0.006542430582182176                              0.006542430582182173                              0.006542430582182169                              0.0065424305821821785                             0.006542430582182178                              0.006542430582182171                              0.006542430582182172
-49.048325445219575       -1.2971706846490565      0                        0.00636895896232134                               0.00636895896232134                               0.006368958962321331                              0.006368958962321395                              0.0063689589623213225                             0.006368958962321376                              0.006368958962321351                              0.006368958962321369                              0.006368958962321369                              0.0063689589623213624                             0.006368958962321376                              0.006368958962321362                              0.0063689589623213624                             0.0063689589623213425                             0.0063689589623213425                             0.006368958962321343                              0.006368958962321334                              0.006368958962321347                              0.006368958962321346                              0.006368958962321335                              0.006368958962321338
-44.453723514210765       3.7728641523416764       8.881784197001252E-16    0.006943284171855182                              0.006943284171855184                              0.006943284171855174                              0.006943284171855246                              0.006943284171855164                              0.0069432841718552255                             0.0069432841718551986                             0.006943284171855216                              0.006943284171855217                              0.006943284171855208                              0.006943284171855226                              0.006943284171855209                              0.006943284171855209                              0.006943284171855188                              0.006943284171855188                              0.006943284171855184                              0.006943284171855178                              0.00694328417185519                               0.00694328417185519                               0.006943284171855183                              0.006943284171855182
-53.017023465545535       9.814351032484232        0                        0.005872871737977294                              0.005872871737977297                              0.0058728717379772895                             0.005872871737977346                              0.005872871737977287                              0.005872871737977334                              0.0058728717379773095                             0.00587287173797732                               0.005872871737977323                              0.005872871737977318                              0.005872871737977328                              0.005872871737977318                              0.005872871737977319                              0.005872871737977296                              0.005872871737977299                              0.005872871737977301                              0.005872871737977294                              0.0058728717379773025                             0.0058728717379773025                             0.005872871737977294                              0.0058728717379773025
-61.0202684766477         23.083906051364146       -2.220446049250313E-16   0.004872466168012532                              0.004872466168012534                              0.004872466168012529                              0.004872466168012575                              0.004872466168012532                              0.004872466168012563                              0.0048724661680125455                             0.00487246616801255                               0.004872466168012556                              0.00487246616801256                               0.004872466168012561                              0.004872466168012551                              0.004872466168012551                              0.004872466168012535                              0.004872466168012537                              0.004872466168012535                              0.004872466168012533                              0.004872466168012542                              0.004872466168012547                              0.004872466168012526                              0.004872466168012536
-43.18984322052684        7.086935662907642        2.220446049250313E-16    0.007101269199911215                              0.007101269199911214                              0.007101269199911204                              0.007101269199911279                              0.007101269199911194                              0.007101269199911257                              0.00710126919991123                               0.007101269199911248                              0.0071012691999112485                             0.007101269199911241                              0.007101269199911258                              0.00710126919991124                               0.007101269199911239                              0.007101269199911219                              0.00710126919991122                               0.0071012691999112155                             0.0071012691999112094                             0.0071012691999112225                             0.0071012691999112225                             0.007101269199911215                              0.007101269199911212
-48.92817249413035        17.487439389402596       4.440892098500626E-16    0.006383978081466118                              0.006383978081466122                              0.006383978081466115                              0.006383978081466176                              0.006383978081466114                              0.006383978081466164                              0.006383978081466138                              0.006383978081466149                              0.006383978081466146                              0.0063839780814661535                             0.00638397808146616                               0.006383978081466145                              0.006383978081466143                              0.00638397808146612                               0.006383978081466126                              0.006383978081466126                              0.0063839780814661205                             0.006383978081466129                              0.006383978081466136                              0.006383978081466115                              0.00638397808146612
-48.92436297381698        -10.308787315876586      0                        0.006384454269285055                              0.006384454269285055                              0.006384454269285046                              0.006384454269285106                              0.006384454269285038                              0.00638445426928509                               0.006384454269285064                              0.006384454269285084                              0.0063844542692850816                             0.0063844542692850755                             0.0063844542692850885                             0.006384454269285073                              0.006384454269285075                              0.006384454269285052                              0.006384454269285056                              0.006384454269285057                              0.006384454269285042                              0.00638445426928506                               0.0063844542692850555                             0.00638445426928504                               0.006384454269285045
-50.174829776897056       -18.946638003783605      2.220446049250313E-16    0.006228145927127726                              0.006228145927127728                              0.006228145927127718                              0.006228145927127775                              0.00622814592712771                               0.006228145927127764                              0.006228145927127737                              0.006228145927127754                              0.006228145927127752                              0.006228145927127749                              0.006228145927127759                              0.0062281459271277435                             0.0062281459271277435                             0.006228145927127723                              0.006228145927127728                              0.006228145927127725                              0.006228145927127711                              0.006228145927127728                              0.006228145927127723                              0.006228145927127709                              0.006228145927127714
-43.41075556271177        -17.03827203766347       4.440892098500626E-16    0.007073655156002497                              0.007073655156002499                              0.007073655156002487                              0.007073655156002549                              0.007073655156002477                              0.007073655156002542                              0.007073655156002508                              0.00707365515600253                               0.007073655156002527                              0.007073655156002518                              0.007073655156002534                              0.007073655156002516                              0.007073655156002517                              0.007073655156002491                              0.0070736551560025                                0.007073655156002497                              0.007073655156002478                              0.007073655156002497                              0.007073655156002491                              0.007073655156002477                              0.007073655156002478
-41.69315401945032        -23.27511040025194       2.220446049250313E-16    0.0072883553365983705                             0.007288355336598369                              0.007288355336598362                              0.007288355336598428                              0.007288355336598355                              0.007288355336598421                              0.007288355336598387                              0.007288355336598402                              0.007288355336598404                              0.0072883553365983966                             0.007288355336598413                              0.0072883553365983966                             0.007288355336598392                              0.007288355336598365                              0.007288355336598373                              0.007288355336598377                              0.007288355336598351                              0.007288355336598371                              0.007288355336598369                              0.007288355336598348                              0.007288355336598355
-41.44404010255861        -15.223706513021828      0                        0.0073194945749577595                             0.0073194945749577595                             0.00731949457495775                               0.007319494574957815                              0.007319494574957739                              0.007319494574957803                              0.0073194945749577725                             0.007319494574957791                              0.007319494574957789                              0.00731949457495778                               0.007319494574957798                              0.00731949457495778                               0.007319494574957779                              0.007319494574957754                              0.007319494574957761                              0.007319494574957758                              0.0073194945749577404                             0.00731949457495776                               0.007319494574957754                              0.0073194945749577404                             0.007319494574957742
-42.456960342013275       3.8629021695163726       2.220446049250313E-16    0.00719287955448286                               0.007192879554482862                              0.007192879554482851                              0.007192879554482922                              0.007192879554482838                              0.007192879554482904                              0.007192879554482875                              0.0071928795544828955                             0.007192879554482896                              0.007192879554482885                              0.007192879554482904                              0.007192879554482885                              0.007192879554482886                              0.007192879554482865                              0.007192879554482865                              0.007192879554482861                              0.007192879554482854                              0.007192879554482866                              0.007192879554482865                              0.00719287955448286                               0.007192879554482857
-37.63656351522505        -19.324440430069483      1.1102230246251565E-15   0.00779542912123769                               0.007795429121237693                              0.0077954291212376774                             0.00779542912123775                               0.007795429121237671                              0.00779542912123774                               0.007795429121237707                              0.007795429121237729                              0.007795429121237725                              0.007795429121237715                              0.007795429121237733                              0.007795429121237716                              0.007795429121237716                              0.007795429121237687                              0.007795429121237695                              0.007795429121237693                              0.007795429121237671                              0.007795429121237691                              0.007795429121237685                              0.007795429121237669                              0.007795429121237674
-50.78353351559686        21.11951697075781        -1.3322676295501878E-15  0.006152057966840636                              0.006152057966840641                              0.0061520579668406326                             0.00615205796684069                               0.006152057966840634                              0.0061520579668406785                             0.006152057966840653                              0.006152057966840665                              0.00615205796684066                               0.00615205796684067                               0.0061520579668406725                             0.006152057966840659                              0.00615205796684066                               0.006152057966840636                              0.00615205796684064                               0.006152057966840642                              0.006152057966840638                              0.006152057966840643                              0.00615205796684065                               0.006152057966840629                              0.006152057966840635
-57.281811423917546       29.156764923054034       8.881784197001252E-16    0.005339773273633549                              0.005339773273633549                              0.0053397732736335385                             0.005339773273633594                              0.005339773273633544                              0.005339773273633578                              0.005339773273633559                              0.005339773273633565                              0.005339773273633571                              0.005339773273633573                              0.005339773273633575                              0.005339773273633565                              0.005339773273633566                              0.005339773273633545                              0.005339773273633548                              0.005339773273633548                              0.005339773273633544                              0.005339773273633552                              0.005339773273633557                              0.005339773273633542                              0.005339773273633546
-44.208145144070784       26.174931379948067       7.771561172376096E-16    0.00697398146707332                               0.00697398146707332                               0.006973981467073315                              0.006973981467073378                              0.006973981467073315                              0.006973981467073363                              0.006973981467073339                              0.006973981467073353                              0.006973981467073347                              0.006973981467073354                              0.0069739814670733554                             0.006973981467073339                              0.006973981467073343                              0.006973981467073315                              0.0069739814670733225                             0.006973981467073322                              0.006973981467073318                              0.006973981467073325                              0.00697398146707333                               0.006973981467073316                              0.006973981467073322
-37.90416015888391        -7.222764131446699       8.881784197001252E-16    0.0077619795438603305                             0.007761979543860334                              0.00776197954386032                               0.007761979543860393                              0.007761979543860308                              0.007761979543860369                              0.007761979543860346                              0.0077619795438603634                             0.007761979543860364                              0.0077619795438603565                             0.007761979543860376                              0.0077619795438603565                             0.007761979543860348                              0.0077619795438603235                             0.007761979543860331                              0.007761979543860327                              0.007761979543860314                              0.007761979543860334                              0.007761979543860336                              0.007761979543860315                              0.00776197954386032
-37.47033953417001        -3.1526049981757103      -4.440892098500626E-16   0.00781620711941253                               0.007816207119412538                              0.007816207119412524                              0.007816207119412595                              0.00781620711941251                               0.007816207119412572                              0.007816207119412546                              0.007816207119412569                              0.007816207119412567                              0.007816207119412558                              0.007816207119412577                              0.007816207119412558                              0.007816207119412551                              0.007816207119412527                              0.007816207119412534                              0.00781620711941253                               0.007816207119412518                              0.007816207119412538                              0.007816207119412538                              0.007816207119412522                              0.007816207119412522
-40.7072210880863         -2.704519684071716       0                        0.0074115969478112925                             0.007411596947811299                              0.0074115969478112855                             0.007411596947811358                              0.007411596947811275                              0.007411596947811333                              0.007411596947811309                              0.007411596947811327                              0.007411596947811326                              0.00741159694781132                               0.0074115969478113376                             0.00741159694781132                               0.007411596947811313                              0.007411596947811291                              0.007411596947811298                              0.007411596947811294                              0.007411596947811282                              0.0074115969478113                                0.007411596947811301                              0.007411596947811285                              0.007411596947811286
